Date,Open,High,Low,Close,Adj Close,Volume
1962-02-19,6.189904,6.219952,6.109776,6.139824,1.038075,194688
1962-02-20,6.139824,6.139824,6.049679,6.129808,1.036382,133536
1962-02-21,6.129808,6.159856,6.069712,6.109776,1.032995,134784
1962-02-23,6.109776,6.119792,6.039663,6.049679,1.022834,203424
1962-02-26,6.049679,6.069712,5.919471,5.969551,1.009286,157248
1962-02-27,5.969551,6.009615,5.959535,6.009615,1.016061,116064
1962-02-28,6.009615,6.029647,5.959535,5.979567,1.010980,207168
1962-03-01,6.009615,6.089744,6.009615,6.089744,1.029608,113568
1962-03-02,6.099760,6.169872,6.099760,6.129808,1.036382,157248
1962-03-05,6.139824,6.189904,6.139824,6.139824,1.038075,173472
1962-03-06,6.139824,6.149840,6.029647,6.049679,1.022834,117312
1962-03-07,6.049679,6.119792,6.049679,6.089744,1.029608,126048
1962-03-08,6.089744,6.199920,6.069712,6.179888,1.044849,220896
1962-03-09,6.209936,6.280048,6.209936,6.270032,1.060089,247104
1962-03-12,6.270032,6.290064,6.250000,6.280048,1.061784,263328
1962-03-13,6.280048,6.280048,6.209936,6.250000,1.063488,160992
1962-03-14,6.250000,6.260016,6.179888,6.219952,1.058375,136032
1962-03-15,6.219952,6.290064,6.189904,6.239984,1.061783,235872
1962-03-16,6.250000,6.290064,6.250000,6.280048,1.068601,129792
1962-03-19,6.280048,6.280048,6.209936,6.209936,1.056670,138528
1962-03-20,6.209936,6.229968,6.189904,6.209936,1.056670,106080
1962-03-21,6.209936,6.229968,6.189904,6.199920,1.054967,200928
1962-03-22,6.199920,6.219952,6.169872,6.169872,1.049854,127296
1962-03-23,6.179888,6.250000,6.179888,6.250000,1.063488,159744
1962-03-26,6.239984,6.239984,6.149840,6.149840,1.046444,144768
1962-03-27,6.149840,6.199920,6.129808,6.199920,1.054967,156000
1962-03-28,6.209936,6.280048,6.209936,6.239984,1.061783,165984
1962-03-29,6.239984,6.290064,6.199920,6.229968,1.060079,146016
1962-03-30,6.229968,6.239984,6.119792,6.159856,1.048149,183456
1962-04-02,6.149840,6.149840,6.109776,6.129808,1.043036,142272
1962-04-03,6.129808,6.129808,6.019631,6.059696,1.031106,212160
1962-04-04,6.059696,6.119792,6.049679,6.069712,1.032810,170976
1962-04-05,6.069712,6.119792,6.019631,6.119792,1.041332,220896
1962-04-06,6.119792,6.149840,6.069712,6.079728,1.034515,175968
1962-04-09,6.079728,6.099760,6.059696,6.069712,1.032810,148512
1962-04-10,6.059696,6.059696,5.979567,5.979567,1.017471,178464
1962-04-11,5.979567,6.039663,5.839343,5.869391,0.998724,157248
1962-04-12,5.869391,5.899439,5.819311,5.839343,0.993611,179712
1962-04-13,5.849359,6.059696,5.849359,5.989583,1.019175,213408
1962-04-16,5.989583,5.999599,5.889423,5.939503,1.010655,189696
1962-04-17,5.939503,5.969551,5.929487,5.949519,1.012358,179712
1962-04-18,5.949519,5.969551,5.889423,5.929487,1.008950,440544
1962-04-19,5.929487,5.959535,5.919471,5.939503,1.010655,127296
1962-04-23,5.939503,5.959535,5.909455,5.909455,1.005541,215904
1962-04-24,5.909455,5.919471,5.869391,5.869391,0.998724,278304
1962-04-25,5.869391,5.899439,5.789263,5.789263,0.985089,275808
1962-04-26,5.789263,5.859375,5.769231,5.789263,0.985089,179712
1962-04-27,5.789263,5.879407,5.649038,5.689103,0.968046,267072
1962-04-30,5.689103,5.729167,5.408654,5.488782,0.933960,345696
1962-05-01,5.488782,5.649038,5.408654,5.618990,0.956116,398112
1962-05-02,5.629006,5.739183,5.629006,5.669071,0.964638,363168
1962-05-03,5.699119,5.769231,5.699119,5.769231,0.981680,389376
1962-05-04,5.769231,5.789263,5.699119,5.749199,0.978272,247104
1962-05-07,5.749199,5.759215,5.659054,5.689103,0.968046,260832
1962-05-08,5.689103,5.689103,5.639022,5.679087,0.966342,193440
1962-05-09,5.679087,5.689103,5.629006,5.669071,0.964638,273312
1962-05-10,5.669071,5.709135,5.578926,5.618990,0.956116,330720
1962-05-11,5.618990,5.689103,5.528846,5.548878,0.944186,484224
1962-05-14,5.548878,5.639022,5.478766,5.639022,0.959524,378144
1962-05-15,5.639022,5.709135,5.639022,5.669071,0.964638,328224
1962-05-16,5.669071,5.689103,5.649038,5.679087,0.966342,217152
1962-05-17,5.679087,5.719151,5.649038,5.679087,0.966342,101088
1962-05-18,5.699119,5.759215,5.699119,5.759215,0.979976,234624
1962-05-21,5.759215,5.759215,5.709135,5.709135,0.971455,173472
1962-05-22,5.709135,5.719151,5.568910,5.568910,0.947594,210912
1962-05-23,5.528846,5.528846,5.428686,5.458734,0.928847,275808
1962-05-24,5.458734,5.518830,5.368590,5.388622,0.916917,355680
1962-05-25,5.388622,5.388622,5.218349,5.278446,0.898171,318240
1962-05-28,5.258413,5.258413,4.977965,5.008013,0.852154,529152
1962-05-29,5.008013,5.278446,4.807692,5.218349,0.887944,974688
1962-05-31,5.238381,5.368590,5.238381,5.268429,0.896466,542880
1962-06-01,5.268429,5.318510,5.208333,5.288462,0.899873,341952
1962-06-04,5.278446,5.278446,5.048077,5.048077,0.858971,252096
1962-06-05,5.048077,5.208333,5.008013,5.078125,0.864084,396864
1962-06-06,5.138221,5.288462,5.138221,5.138221,0.874310,274560
1962-06-07,5.158253,5.238381,5.158253,5.158253,0.877718,132288
1962-06-08,5.178285,5.278446,5.178285,5.208333,0.886240,167232
1962-06-11,5.208333,5.258413,5.158253,5.198317,0.884535,147264
1962-06-12,5.138221,5.138221,4.897837,4.917869,0.843314,341952
1962-06-13,4.917869,5.038061,4.887821,4.907853,0.841597,346944
1962-06-14,4.907853,5.008013,4.867788,4.877804,0.836444,72384
1962-06-15,4.877804,5.028045,4.807692,5.028045,0.862206,438048
1962-06-18,5.018029,5.018029,4.887821,4.947917,0.848467,280800
1962-06-19,4.947917,4.957933,4.877804,4.917869,0.843314,159744
1962-06-20,4.897837,4.897837,4.807692,4.807692,0.824421,307008
1962-06-21,4.807692,4.807692,4.647436,4.647436,0.796940,380640
1962-06-22,4.627404,4.627404,4.437099,4.447115,0.762590,415584
1962-06-25,4.447115,4.527244,4.346955,4.487179,0.769459,577824
1962-06-26,4.487179,4.537260,4.447115,4.447115,0.762590,423072
1962-06-27,4.447115,4.517228,4.417067,4.517228,0.774612,222144
1962-06-28,4.597356,4.737580,4.597356,4.707532,0.807246,328224
1962-06-29,4.737580,4.837740,4.737580,4.767628,0.817551,274560
1962-07-02,4.767628,5.098157,4.737580,5.038061,0.863924,247104
1962-07-03,5.038061,5.108173,4.967949,5.038061,0.863924,398112
1962-07-05,5.038061,5.148237,5.038061,5.148237,0.882818,219648
1962-07-06,5.098157,5.098157,4.967949,5.038061,0.863924,194688
1962-07-09,5.038061,5.118189,4.947917,5.078125,0.870795,217152
1962-07-10,5.078125,5.228365,5.068109,5.098157,0.874230,366912
1962-07-11,5.098157,5.148237,5.028045,5.128205,0.879383,180960
1962-07-12,5.168269,5.258413,5.168269,5.198317,0.891406,305760
1962-07-13,5.188301,5.188301,5.068109,5.158253,0.884535,242112
1962-07-16,5.148237,5.148237,5.078125,5.148237,0.882818,123552
1962-07-17,5.128205,5.128205,4.997997,4.997997,0.857055,163488
1962-07-18,4.967949,4.967949,4.897837,4.927885,0.845033,194688
1962-07-19,4.927885,5.058093,4.917869,5.008013,0.858772,188448
1962-07-20,5.008013,5.098157,4.997997,5.028045,0.862206,126048
1962-07-23,5.038061,5.108173,5.038061,5.098157,0.874230,121056
1962-07-24,5.098157,5.118189,5.028045,5.028045,0.862206,123552
1962-07-25,5.028045,5.028045,4.907853,5.008013,0.858772,114816
1962-07-26,5.008013,5.108173,5.008013,5.108173,0.875948,156000
1962-07-27,5.108173,5.158253,5.058093,5.098157,0.874230,182208
1962-07-30,5.098157,5.188301,5.098157,5.188301,0.889687,132288
1962-07-31,5.208333,5.338542,5.208333,5.318510,0.912016,358176
1962-08-01,5.318510,5.328526,5.268429,5.288462,0.906864,178464
1962-08-02,5.288462,5.328526,5.288462,5.328526,0.913734,147264
1962-08-03,5.328526,5.368590,5.318510,5.368590,0.920604,192192
1962-08-06,5.358574,5.358574,5.258413,5.268429,0.903428,192192
1962-08-07,5.268429,5.278446,5.228365,5.258413,0.901710,199680
1962-08-08,5.258413,5.258413,5.158253,5.258413,0.901710,129792
1962-08-09,5.258413,5.308494,5.238381,5.268429,0.903428,148512
1962-08-10,5.268429,5.338542,5.258413,5.318510,0.912016,193440
1962-08-13,5.318510,5.318510,5.248397,5.268429,0.903428,152256
1962-08-14,5.288462,5.408654,5.288462,5.408654,0.927474,272064
1962-08-15,5.408654,5.428686,5.368590,5.388622,0.924039,188448
1962-08-16,5.388622,5.438702,5.388622,5.408654,0.927474,169728
1962-08-17,5.418670,5.478766,5.418670,5.458734,0.936061,182208
1962-08-20,5.458734,5.538862,5.428686,5.448718,0.934344,193440
1962-08-21,5.448718,5.518830,5.428686,5.448718,0.934344,146016
1962-08-22,5.468750,5.568910,5.468750,5.568910,0.954955,185952
1962-08-23,5.568910,5.598958,5.538862,5.548878,0.951520,180960
1962-08-24,5.548878,5.558894,5.408654,5.448718,0.934344,255840
1962-08-27,5.448718,5.498798,5.378606,5.378606,0.922321,157248
1962-08-28,5.388622,5.458734,5.388622,5.418670,0.929192,204672
1962-08-29,5.418670,5.428686,5.368590,5.408654,0.927474,129792
1962-08-30,5.418670,5.468750,5.418670,5.428686,0.930909,154752
1962-08-31,5.428686,5.488782,5.428686,5.488782,0.941213,102336
1962-09-04,5.488782,5.498798,5.338542,5.338542,0.915451,131040
1962-09-05,5.338542,5.348558,5.218349,5.238381,0.898276,212160
1962-09-06,5.238381,5.308494,5.178285,5.238381,0.898276,233376
1962-09-07,5.238381,5.358574,5.238381,5.348558,0.917169,213408
1962-09-10,5.348558,5.428686,5.278446,5.418670,0.929192,126048
1962-09-11,5.418670,5.438702,5.358574,5.358574,0.918886,165984
1962-09-12,5.358574,5.418670,5.348558,5.418670,0.929192,76128
1962-09-13,5.418670,5.488782,5.358574,5.368590,0.920604,218400
1962-09-14,5.368590,5.448718,5.368590,5.418670,0.929192,98592
1962-09-17,5.418670,5.488782,5.418670,5.458734,0.936061,102336
1962-09-18,5.458734,5.498798,5.408654,5.448718,0.941252,185952
1962-09-19,5.448718,5.458734,5.348558,5.438702,0.939522,170976
1962-09-20,5.438702,5.438702,5.318510,5.358574,0.925680,151008
1962-09-21,5.348558,5.348558,5.238381,5.248397,0.906647,227136
1962-09-24,5.228365,5.228365,5.138221,5.188301,0.896266,259584
1962-09-25,5.188301,5.218349,5.058093,5.208333,0.899726,223392
1962-09-26,5.198317,5.198317,5.058093,5.088141,0.878964,205920
1962-09-27,5.078125,5.078125,4.977965,4.987981,0.861661,193440
1962-09-28,4.987981,5.118189,4.967949,5.118189,0.884154,218400
1962-10-01,5.118189,5.118189,5.048077,5.098157,0.880694,148512
1962-10-02,5.098157,5.198317,5.088141,5.198317,0.897996,108576
1962-10-03,5.198317,5.228365,5.168269,5.168269,0.892806,137280
1962-10-04,5.168269,5.288462,5.088141,5.288462,0.913568,205920
1962-10-05,5.308494,5.408654,5.308494,5.378606,0.929141,158496
1962-10-08,5.388622,5.458734,5.388622,5.408654,0.934332,160992
1962-10-09,5.408654,5.428686,5.368590,5.428686,0.937792,149760
1962-10-10,5.428686,5.448718,5.338542,5.358574,0.925680,132288
1962-10-11,5.328526,5.328526,5.268429,5.298478,0.915299,168480
1962-10-12,5.298478,5.298478,5.248397,5.278446,0.911838,83616
1962-10-15,5.278446,5.388622,5.258413,5.388622,0.930871,141024
1962-10-16,5.388622,5.428686,5.388622,5.388622,0.930871,158496
1962-10-17,5.368590,5.368590,5.308494,5.358574,0.925680,192192
1962-10-18,5.358574,5.358574,5.328526,5.338542,0.922219,156000
1962-10-19,5.338542,5.358574,5.208333,5.238381,0.904917,345696
1962-10-22,5.238381,5.238381,5.158253,5.188301,0.896266,289536
1962-10-23,5.188301,5.268429,5.118189,5.138221,0.887615,290784
1962-10-24,5.138221,5.408654,5.088141,5.368590,0.927410,326976
1962-10-25,5.328526,5.328526,5.218349,5.288462,0.913568,260832
1962-10-26,5.288462,5.358574,5.278446,5.358574,0.925680,164736
1962-10-29,5.378606,5.468750,5.378606,5.378606,0.929141,223392
1962-10-30,5.378606,5.488782,5.378606,5.478766,0.946443,240864
1962-10-31,5.478766,5.478766,5.388622,5.428686,0.937792,197184
1962-11-01,5.428686,5.498798,5.378606,5.468750,0.944712,217152
1962-11-02,5.468750,5.578926,5.408654,5.568910,0.962015,354432
1962-11-05,5.568910,5.608974,5.548878,5.578926,0.963746,307008
1962-11-07,5.578926,5.618990,5.468750,5.588942,0.965476,321984
1962-11-08,5.588942,5.639022,5.548878,5.578926,0.963746,235872
1962-11-09,5.578926,5.578926,5.578926,5.578926,0.963746,0
1962-11-12,5.729167,5.769231,5.729167,5.769231,0.996620,278304
1962-11-13,5.769231,5.779247,5.729167,5.759215,0.994890,198432
1962-11-14,5.759215,5.809295,5.719151,5.799279,1.001811,345696
1962-11-15,5.799279,5.819311,5.769231,5.799279,1.001811,234624
1962-11-16,5.799279,5.829327,5.719151,5.829327,1.007001,263328
1962-11-19,5.799279,5.799279,5.749199,5.779247,0.998350,178464
1962-11-20,5.779247,5.839343,5.779247,5.839343,1.008732,190944
1962-11-21,5.839343,5.919471,5.819311,5.909455,1.020844,102336
1962-11-23,5.919471,6.049679,5.919471,6.029647,1.041606,404352
1962-11-26,6.029647,6.039663,5.879407,5.969551,1.031225,274560
1962-11-27,5.969551,5.989583,5.919471,5.969551,1.031225,149760
1962-11-28,5.969551,6.009615,5.969551,5.989583,1.034685,242112
1962-11-29,5.989583,5.999599,5.959535,5.999599,1.036416,180960
1962-11-30,5.999599,6.009615,5.979567,5.989583,1.034685,128544
1962-12-03,5.989583,5.989583,5.939503,5.979567,1.032955,177216
1962-12-04,5.979567,6.049679,5.979567,6.019631,1.039876,199680
1962-12-05,6.019631,6.129808,6.019631,6.089744,1.051988,314496
1962-12-06,6.089744,6.119792,6.049679,6.059696,1.046798,268320
1962-12-07,6.059696,6.129808,6.029647,6.089744,1.051988,233376
1962-12-10,6.089744,6.139824,6.059696,6.059696,1.046798,213408
1962-12-11,6.059696,6.089744,5.989583,6.059696,1.046798,287040
1962-12-12,6.059696,6.219952,6.049679,6.169872,1.065830,273312
1962-12-13,6.169872,6.189904,6.139824,6.149840,1.062369,153504
1962-12-14,6.149840,6.179888,6.139824,6.169872,1.065830,109824
1962-12-17,6.169872,6.199920,6.139824,6.169872,1.065830,71136
1962-12-18,6.139824,6.139824,5.989583,6.029647,1.048414,146016
1962-12-19,6.029647,6.089744,5.969551,6.089744,1.058863,283296
1962-12-20,6.089744,6.109776,6.059696,6.089744,1.058863,185952
1962-12-21,6.089744,6.099760,6.059696,6.079728,1.057122,93600
1962-12-24,6.079728,6.089744,6.069712,6.079728,1.057122,113568
1962-12-26,6.079728,6.139824,6.079728,6.139824,1.067571,132288
1962-12-27,6.149840,6.169872,6.149840,6.169872,1.072796,146016
1962-12-28,6.169872,6.169872,6.129808,6.169872,1.072796,137280
1962-12-31,6.159856,6.159856,6.139824,6.149840,1.069313,103584
1963-01-02,6.149840,6.159856,6.059696,6.119792,1.064088,152256
1963-01-03,6.119792,6.179888,6.099760,6.159856,1.071055,375648
1963-01-04,6.159856,6.209936,6.159856,6.189904,1.076279,293280
1963-01-07,6.169872,6.169872,6.089744,6.149840,1.069313,300768
1963-01-08,6.149840,6.250000,6.139824,6.239984,1.084987,419328
1963-01-09,6.239984,6.290064,6.209936,6.250000,1.086727,323232
1963-01-10,6.250000,6.350160,6.239984,6.330128,1.100661,413088
1963-01-11,6.330128,6.330128,6.300080,6.320112,1.098920,163488
1963-01-14,6.320112,6.330128,6.290064,6.300080,1.095436,185952
1963-01-15,6.300080,6.310096,6.260016,6.300080,1.095436,209664
1963-01-16,6.300080,6.310096,6.239984,6.250000,1.086727,249600
1963-01-17,6.250000,6.300080,6.229968,6.270032,1.090211,137280
1963-01-18,6.270032,6.320112,6.260016,6.280048,1.091953,87360
1963-01-21,6.280048,6.320112,6.239984,6.290064,1.093695,180960
1963-01-22,6.290064,6.300080,6.280048,6.290064,1.093695,84864
1963-01-23,6.290064,6.360176,6.280048,6.320112,1.098920,258336
1963-01-24,6.320112,6.330128,6.280048,6.320112,1.098920,131040
1963-01-25,6.320112,6.350160,6.280048,6.330128,1.100661,157248
1963-01-28,6.330128,6.360176,6.310096,6.350160,1.104144,207168
1963-01-29,6.350160,6.360176,6.320112,6.350160,1.104144,92352
1963-01-30,6.320112,6.320112,6.199920,6.219952,1.081504,156000
1963-01-31,6.219952,6.280048,6.179888,6.270032,1.090211,136032
1963-02-01,6.270032,6.280048,6.229968,6.250000,1.086727,99840
1963-02-04,6.250000,6.260016,6.199920,6.219952,1.081504,188448
1963-02-05,6.219952,6.250000,6.199920,6.239984,1.084987,180960
1963-02-06,6.239984,6.280048,6.239984,6.260016,1.088470,151008
1963-02-07,6.260016,6.310096,6.250000,6.290064,1.093695,133536
1963-02-08,6.290064,6.310096,6.250000,6.300080,1.095436,157248
1963-02-11,6.300080,6.300080,6.270032,6.280048,1.091953,172224
1963-02-12,6.270032,6.270032,6.229968,6.270032,1.090211,141024
1963-02-13,6.270032,6.340144,6.260016,6.330128,1.100661,242112
1963-02-14,6.330128,6.330128,6.270032,6.270032,1.090211,116064
1963-02-15,6.270032,6.330128,6.260016,6.330128,1.100661,127296
1963-02-18,6.330128,6.330128,6.290064,6.310096,1.097178,167232
1963-02-19,6.290064,6.290064,6.189904,6.209936,1.079762,118560
1963-02-20,6.129808,6.129808,5.979567,6.069712,1.055380,217152
1963-02-21,6.069712,6.159856,5.969551,6.149840,1.069313,190944
1963-02-25,6.099760,6.099760,6.009615,6.029647,1.048414,172224
1963-02-26,6.029647,6.049679,5.969551,5.999599,1.043190,153504
1963-02-27,5.999599,6.009615,5.949519,5.979567,1.039706,82368
1963-02-28,5.949519,5.949519,5.819311,5.829327,1.013583,239616
1963-03-01,5.839343,5.899439,5.839343,5.869391,1.020549,165984
1963-03-04,5.869391,5.949519,5.839343,5.859375,1.018808,138528
1963-03-05,5.859375,5.889423,5.809295,5.809295,1.010100,137280
1963-03-06,5.809295,5.889423,5.749199,5.889423,1.024032,139776
1963-03-07,5.889423,5.969551,5.889423,5.929487,1.030999,190944
1963-03-08,5.939503,5.999599,5.939503,5.939503,1.032740,141024
1963-03-11,5.939503,6.019631,5.919471,6.009615,1.044932,139776
1963-03-12,5.999599,5.999599,5.929487,5.969551,1.044932,159744
1963-03-13,5.969551,6.009615,5.949519,5.979567,1.046685,127296
1963-03-14,5.979567,5.999599,5.859375,5.859375,1.025646,136032
1963-03-15,5.869391,5.949519,5.869391,5.899439,1.032658,126048
1963-03-18,5.899439,5.899439,5.789263,5.789263,1.013373,102336
1963-03-19,5.789263,5.829327,5.789263,5.819311,1.018632,103584
1963-03-20,5.819311,5.869391,5.799279,5.859375,1.025646,141024
1963-03-21,5.859375,5.909455,5.849359,5.849359,1.023893,174720
1963-03-22,5.849359,5.889423,5.819311,5.869391,1.027398,121056
1963-03-25,5.869391,5.909455,5.859375,5.869391,1.027398,177216
1963-03-26,5.879407,5.949519,5.879407,5.909455,1.034412,165984
1963-03-27,5.909455,5.979567,5.909455,5.919471,1.036165,180960
1963-03-28,5.939503,5.999599,5.939503,5.969551,1.044932,184704
1963-03-29,5.969551,6.009615,5.969551,5.979567,1.046685,162240
1963-04-01,5.979567,5.989583,5.939503,5.969551,1.044932,142272
1963-04-02,5.959535,5.959535,5.859375,5.859375,1.025646,244608
1963-04-03,5.859375,5.979567,5.829327,5.969551,1.044932,182208
1963-04-04,5.969551,6.009615,5.949519,5.989583,1.048438,199680
1963-04-05,5.989583,6.179888,5.979567,6.149840,1.076489,348192
1963-04-08,6.149840,6.179888,6.099760,6.149840,1.076489,185952
1963-04-09,6.149840,6.169872,6.119792,6.129808,1.072983,187200
1963-04-10,6.129808,6.149840,6.039663,6.129808,1.072983,156000
1963-04-11,6.129808,6.129808,6.059696,6.089744,1.065970,215904
1963-04-15,6.109776,6.209936,6.109776,6.189904,1.083503,248352
1963-04-16,6.189904,6.239984,6.149840,6.219952,1.088762,180960
1963-04-17,6.219952,6.270032,6.189904,6.260016,1.095775,302016
1963-04-18,6.250000,6.250000,6.189904,6.229968,1.090515,147264
1963-04-19,6.229968,6.250000,6.209936,6.229968,1.090515,99840
1963-04-22,6.229968,6.290064,6.219952,6.229968,1.090515,178464
1963-04-23,6.239984,6.410256,6.239984,6.410256,1.122074,748800
1963-04-24,6.410256,6.410256,6.360176,6.390224,1.118567,381888
1963-04-25,6.390224,6.390224,6.330128,6.350160,1.111554,187200
1963-04-26,6.350160,6.380208,6.330128,6.330128,1.108048,194688
1963-04-29,6.330128,6.350160,6.300080,6.320112,1.106295,153504
1963-04-30,6.320112,6.360176,6.270032,6.310096,1.104541,168480
1963-05-01,6.330128,6.450321,6.330128,6.420272,1.123827,524160
1963-05-02,6.430288,6.490385,6.430288,6.470353,1.132593,315744
1963-05-03,6.470353,6.490385,6.410256,6.440304,1.127334,219648
1963-05-06,6.450321,6.500401,6.450321,6.480369,1.134346,228384
1963-05-07,6.470353,6.470353,6.410256,6.460337,1.130840,229632
1963-05-08,6.490385,6.570513,6.490385,6.570513,1.150126,350688
1963-05-09,6.580529,6.620593,6.580529,6.610577,1.157139,234624
1963-05-10,6.600561,6.600561,6.530449,6.550481,1.146620,203424
1963-05-13,6.550481,6.590545,6.540465,6.540465,1.144866,189696
1963-05-14,6.540465,6.550481,6.470353,6.500401,1.137853,209664
1963-05-15,6.500401,6.580529,6.470353,6.560497,1.148372,212160
1963-05-16,6.560497,6.590545,6.540465,6.540465,1.144866,179712
1963-05-17,6.540465,6.570513,6.520433,6.570513,1.150126,114816
1963-05-20,6.550481,6.550481,6.480369,6.510417,1.139606,141024
1963-05-21,6.510417,6.580529,6.500401,6.550481,1.146620,119808
1963-05-22,6.550481,6.580529,6.530449,6.530449,1.143113,121056
1963-05-23,6.540465,6.610577,6.540465,6.580529,1.151879,174720
1963-05-24,6.580529,6.690705,6.550481,6.640625,1.162399,283296
1963-05-27,6.640625,6.640625,6.570513,6.630609,1.160645,178464
1963-05-28,6.630609,6.680689,6.590545,6.640625,1.162399,142272
1963-05-29,6.640625,6.690705,6.610577,6.650641,1.164151,169728
1963-05-31,6.660657,6.750801,6.660657,6.730769,1.178178,245856
1963-06-03,6.730769,6.760817,6.690705,6.690705,1.171165,122304
1963-06-04,6.690705,6.710737,6.640625,6.670673,1.167659,134784
1963-06-05,6.670673,6.670673,6.540465,6.570513,1.150126,202176
1963-06-06,6.570513,6.610577,6.540465,6.570513,1.150126,111072
1963-06-07,6.570513,6.630609,6.550481,6.610577,1.157139,133536
1963-06-10,6.610577,6.610577,6.530449,6.560497,1.148372,153504
1963-06-11,6.550481,6.550481,6.500401,6.520433,1.141360,121056
1963-06-12,6.520433,6.590545,6.510417,6.570513,1.150126,173472
1963-06-13,6.570513,6.570513,6.500401,6.520433,1.141360,116064
1963-06-14,6.520433,6.540465,6.500401,6.510417,1.139606,92352
1963-06-17,6.510417,6.520433,6.380208,6.380208,1.116814,174720
1963-06-18,6.380208,6.420272,6.350160,6.410256,1.129164,169728
1963-06-19,6.410256,6.490385,6.410256,6.460337,1.137986,156000
1963-06-20,6.460337,6.520433,6.410256,6.500401,1.145043,219648
1963-06-21,6.500401,6.540465,6.450321,6.520433,1.148572,128544
1963-06-24,6.520433,6.540465,6.490385,6.540465,1.152100,101088
1963-06-25,6.540465,6.560497,6.490385,6.510417,1.146807,114816
1963-06-26,6.470353,6.470353,6.380208,6.380208,1.123871,146016
1963-06-27,6.380208,6.430288,6.229968,6.250000,1.100935,224640
1963-06-28,6.250000,6.350160,6.250000,6.330128,1.115050,159744
1963-07-01,6.320112,6.320112,6.250000,6.300080,1.109756,114816
1963-07-02,6.300080,6.400240,6.270032,6.380208,1.123871,138528
1963-07-03,6.390224,6.470353,6.390224,6.460337,1.137986,148512
1963-07-05,6.460337,6.470353,6.420272,6.450321,1.136222,87360
1963-07-08,6.450321,6.460337,6.390224,6.430288,1.132693,88608
1963-07-09,6.430288,6.480369,6.400240,6.450321,1.136222,146016
1963-07-10,6.450321,6.470353,6.390224,6.400240,1.127400,153504
1963-07-11,6.400240,6.450321,6.380208,6.390224,1.125636,118560
1963-07-12,6.390224,6.430288,6.340144,6.350160,1.118578,126048
1963-07-15,6.340144,6.340144,6.290064,6.290064,1.107992,79872
1963-07-16,6.290064,6.330128,6.270032,6.330128,1.115050,174720
1963-07-17,6.330128,6.400240,6.330128,6.350160,1.118578,163488
1963-07-18,6.350160,6.390224,6.330128,6.330128,1.115050,82368
1963-07-19,6.320112,6.320112,6.260016,6.280048,1.106228,109824
1963-07-22,6.280048,6.310096,6.209936,6.229968,1.097407,117312
1963-07-23,6.229968,6.270032,6.119792,6.139824,1.081527,213408
1963-07-24,6.139824,6.219952,6.109776,6.199920,1.092113,205920
1963-07-25,6.199920,6.239984,6.129808,6.129808,1.079764,158496
1963-07-26,6.129808,6.169872,6.099760,6.159856,1.085056,148512
1963-07-29,6.159856,6.189904,6.119792,6.139824,1.081527,107328
1963-07-30,6.169872,6.239984,6.169872,6.239984,1.099170,138528
